Sequence #,Timestamp,PGN,Name,Manufacturer,Remote Address,Local Address,Priority,Single Frame,Size,Packet
1519,520792,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
1520,520796,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1521,520840,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1522,520870,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1523,520881,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
1524,520885,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1525,520920,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1526,520940,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1527,520970,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1528,520982,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
1529,520986,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1530,521079,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1531,521084,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1532,521087,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6B7AFF7FFF7FFD
1533,521091,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1534,521140,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1535,521176,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
1536,521183,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6B7AFF7FFF7FFD
1537,521188,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1538,521198,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE6009FFFFFF7FF11D68129638C409FFFFFF7FF11A000000003408FFFFFF7FF115C431FE3B0807FFFFFF7FF114D1150A2F6C07FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E95659808FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
1539,521204,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
1540,521212,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1541,521216,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1542,521240,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1543,521271,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1544,521284,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6A7AFF7FFF7FFD
1545,521383,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1546,521388,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1547,521391,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1548,521396,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6A7AFF7FFF7FFD
1549,521400,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1550,521420,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1551,521440,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1552,521470,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1553,521486,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6B7AFF7FFF7FFD
1554,521489,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1555,521540,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1556,521579,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1557,521600,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6B7AFF7FFF7FFD
1558,521689,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1559,521693,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1560,521697,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1561,521701,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1562,521705,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6B7AFF7FFF7FFD
1563,521709,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1564,521740,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1565,521770,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1566,521788,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6B7AFF7FFF7FFD
1567,521791,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1568,521840,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1569,521870,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1570,521889,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
1571,521978,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1572,521982,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1573,521986,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1574,521990,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1575,521994,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
1576,521998,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1577,522040,127508,Battery Status,Garmin,6,255,2,1,8,0x017205FF7FFFFFFF
1578,522070,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1579,522090,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
1580,522093,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1581,522140,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1582,522175,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
1583,522190,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
1584,522294,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1585,522298,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE6009FFFFFF7FF11D68129638C409FFFFFF7FF11A000000003408FFFFFF7FF115C431FE3B0807FFFFFF7FF114D1150A2FD007FFFFFF7FF1160B02F2750807FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E95659808FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
1586,522304,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
1587,522308,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1588,522312,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1589,522316,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1590,522320,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1591,522324,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
1592,522328,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1593,522340,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1594,522370,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1595,522392,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
1596,522396,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1597,522420,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1598,522440,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1599,522470,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1600,522493,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6D7AFF7FFF7FFD
1601,522584,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1602,522588,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1603,522592,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1604,522597,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6D7AFF7FFF7FFD
1605,522601,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1606,522640,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1607,522670,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1608,522674,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1609,522694,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6D7AFF7FFF7FFD
1610,522698,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1611,522740,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1612,522770,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1613,522795,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6E7AFF7FFF7FFD
1614,522881,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1615,522884,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1616,522888,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1617,522895,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6E7AFF7FFF7FFD
1618,522899,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1619,522920,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1620,522940,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1621,522970,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1622,522996,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1623,523001,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1624,523040,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1625,523070,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1626,523097,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF707AFF7FFF7FFD
1627,523187,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1628,523191,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1629,523195,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
1630,523201,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CEFC08FFFFFF7FF11D68129638C409FFFFFF7FF11A000000003408FFFFFF7FF115C431FE3B0807FFFFFF7FF114D1150A2FD007FFFFFF7FF1160B02F2750807FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E9565FC08FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
1631,523211,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
1632,523214,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF707AFF7FFF7FFD
1633,523218,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1634,523222,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1635,523226,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1636,523240,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1637,523270,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1638,523298,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF707AFF7FFF7FFD
1639,523302,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1640,523340,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1641,523370,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1642,523399,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1643,523478,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1644,523482,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1645,523486,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1646,523490,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1647,523500,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1648,523503,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1649,523540,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1650,523579,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1651,523600,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1652,523605,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1653,523640,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1654,523670,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1655,523673,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1656,523701,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1657,523786,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1658,523790,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1659,523794,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1660,523802,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1661,523805,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1662,523840,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1663,523870,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1664,523902,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1665,523906,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1666,523920,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1667,523940,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1668,523970,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1669,524003,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1670,524078,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1671,524082,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1672,524085,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1673,524104,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF707AFF7FFF7FFD
1674,524108,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1675,524140,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1676,524175,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
1677,524196,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CEFC08FFFFFF7FF11D68129638C409FFFFFF7FF11A00000000D007FFFFFF7FF115C431FE3B0807FFFFFF7FF114D1150A2F3408FFFFFF7FF1160B02F2750807FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E9565FC08FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
1678,524203,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
1679,524211,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF707AFF7FFF7FFD
1680,524215,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1681,524219,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1682,524223,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1683,524240,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1684,524270,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1685,524305,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF717AFF7FFF7FFD
1686,524385,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1687,524390,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1688,524394,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1689,524406,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF717AFF7FFF7FFD
1690,524410,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1691,524420,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1692,524440,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1693,524470,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1694,524507,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF717AFF7FFF7FFD
1695,524510,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1696,524540,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1697,524576,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1698,524607,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF727AFF7FFF7FFD
1699,524680,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1700,524684,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1701,524688,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1702,524692,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1703,524708,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF717AFF7FFF7FFD
1704,524712,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1705,524740,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1706,524770,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1707,524809,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF737AFF7FFF7FFD
1708,524813,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1709,524840,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1710,524870,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1711,524909,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF737AFF7FFF7FFD
1712,524981,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1713,524985,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1714,524989,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1715,524993,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1716,525010,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF737AFF7FFF7FFD
1717,525014,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1718,525040,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1719,525070,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1720,525111,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF737AFF7FFF7FFD
1721,525115,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1722,525140,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1723,525175,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
1724,525196,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE9808FFFFFF7FF11D68129638C409FFFFFF7FF11A00000000D007FFFFFF7FF115C431FE3B6C07FFFFFF7FF114D1150A2F3408FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E9565FC08FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
1725,525294,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
1726,525297,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1727,525301,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1728,525305,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF747AFF7FFF7FFD
1729,525309,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1730,525313,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1731,525317,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1732,525321,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF747AFF7FFF7FFD
1733,525325,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1734,525340,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1735,525370,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1736,525413,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF757AFF7FFF7FFD
1737,525417,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1738,525421,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1739,525440,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1740,525470,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1741,525514,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF757AFF7FFF7FFD
1742,525585,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1743,525589,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1744,525597,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1745,525614,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF757AFF7FFF7FFD
1746,525618,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1747,525640,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1748,525669,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1749,525674,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1750,525715,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF777AFF7FFF7FFD
1751,525719,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1752,525740,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1753,525770,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1754,525816,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF787AFF7FFF7FFD
1755,525880,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1756,525884,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1757,525888,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1758,525917,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF787AFF7FFF7FFD
1759,525922,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1760,525926,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
1761,525940,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1762,525970,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1763,526017,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF797AFF7FFF7FFD
1764,526021,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1765,526040,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1766,526070,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
1767,526118,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF797AFF7FFF7FFD
1768,526189,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1769,526193,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1770,526198,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
